UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,6,2018,44,3836317,1900337,1935980,1457143,1439134,241903,274442,25767,24642,136677,155259,5088,4929,33759,37574,1485861,1470853,253240,288172,39197,39391,150158,170163,8906,8923,1506150,1549628,1103933,1094976,226374,256476,13378,13922,133130,151545,3747,3655,25588,29054,1125459,1119227,234206,266386,22712,24545,144694,164378,6853,6880,394187,386352,353210,344158,15529,17966,12389,10720,3547,3714,1341,1274,8171,8520,360402,351626,19034,21786,16485,14846,5464,5785,2053,2043
R,6,2018,45,3910968,1931677,1979291,1481116,1472268,249426,283668,25581,24994,136931,156258,5061,4866,33562,37237,1509550,1503682,260310,297108,39182,39930,150433,170967,8822,8767,1543897,1595472,1133212,1130224,234284,266031,13566,14249,133395,152461,3763,3627,25677,28880,1154721,1154298,241855,275771,23153,25134,145087,165132,6811,6805,387780,383819,347904,342044,15142,17637,12015,10745,3536,3797,1298,1239,7885,8357,354829,349384,18455,21337,16029,14796,5346,5835,2011,1962
R,6,2018,46,4082253,2019306,2062947,1562393,1549896,257173,291548,25936,25028,135470,154383,5045,4798,33289,37294,1590497,1581316,267823,304699,39864,40478,148619,168877,8791,8775,1636799,1684536,1219012,1212192,242379,274351,14058,14565,131876,150771,3725,3574,25749,29083,1240483,1236403,249935,283844,24129,25951,143265,163371,6775,6844,382507,378411,343381,337704,14794,17197,11878,10463,3594,3612,1320,1224,7540,8211,350014,344913,17888,20855,15735,14527,5354,5506,2016,1931
R,6,2018,47,4308312,2128557,2179755,1664210,1654753,266321,304828,26324,25898,132511,151172,4982,4924,34209,38180,1693167,1686902,277211,318177,40925,42062,145783,165687,8949,9158,1748940,1803713,1323309,1319650,251629,287580,14681,15205,128947,147544,3674,3689,26700,30045,1345680,1344681,259391,297339,25427,27380,140443,160082,6917,7183,379617,376042,340901,335103,14692,17248,11643,10693,3564,3628,1308,1235,7509,8135,347487,342221,17820,20838,15498,14682,5340,5605,2032,1975
R,6,2018,48,4342785,2155394,2187391,1689675,1668495,268340,300812,26385,25524,132250,150731,5207,5041,33537,36788,1717989,1699263,278886,313483,40942,41462,145024,164740,9208,9226,1773138,1817239,1346540,1337860,253511,284252,14499,15293,128699,147062,3893,3852,25996,28920,1368220,1361801,260973,293509,25167,27282,139704,159099,7196,7313,382256,370152,343135,330635,14829,16560,11886,10231,3551,3669,1314,1189,7541,7868,349769,337462,17913,19974,15775,14180,5320,5641,2012,1913
R,6,2018,49,4095988,2026450,2069538,1595200,1586656,247168,278852,24867,24024,123951,141564,4620,4688,30644,33754,1621129,1614908,256373,290126,38650,39169,135572,154180,8180,8467,1674419,1726258,1278799,1280046,233525,263455,14086,14464,120785,138230,3454,3526,23770,26537,1298704,1302017,239925,271569,24288,25938,130830,149176,6376,6661,352031,343280,316401,306610,13643,15397,10781,9560,3166,3334,1166,1162,6874,7217,322425,312891,16448,18557,14362,13231,4742,5004,1804,1806
R,6,2018,50,4019013,1986495,2032518,1563906,1556974,248140,280564,24206,23655,116656,134563,4552,4569,29035,32193,1588285,1583736,256873,291266,37517,38308,127602,146450,7908,8410,1642737,1696795,1255123,1256659,234499,265417,13638,14530,113627,131441,3373,3448,22477,25300,1273731,1277432,240524,273114,23544,25710,123081,141697,6174,6649,343758,335723,308783,300315,13641,15147,10568,9125,3029,3122,1179,1121,6558,6893,314554,306304,16349,18152,13973,12598,4521,4753,1734,1761
R,6,2018,51,4023227,1981434,2041793,1570370,1577094,245892,280604,23596,23572,108999,124827,4567,4515,28010,31181,1593834,1602985,254221,291173,36766,38116,119313,135913,7946,8146,1653201,1718299,1275006,1287790,233077,265901,13754,14796,106054,121853,3437,3414,21873,24545,1293087,1307915,238852,273541,23698,25934,114960,131411,6286,6464,328233,323494,295364,289304,12815,14703,9842,8776,2945,2974,1130,1101,6137,6636,300747,295070,15369,17632,13068,12182,4353,4502,1660,1682
R,6,2018,52,4099442,2018993,2080449,1596938,1605193,255325,289768,24068,23921,110395,126131,4441,4468,27826,30968,1620048,1630856,263606,299919,37508,38800,120370,137100,7847,8128,1693904,1761427,1304774,1320056,242254,275172,14200,15224,107578,123093,3385,3470,21713,24412,1322543,1340037,247969,282472,24467,26768,116162,132500,6239,6513,325089,319022,292164,285137,13071,14596,9868,8697,2817,3038,1056,998,6113,6556,297505,290819,15637,17447,13041,12032,4208,4600,1608,1615
R,6,2018,53,4351654,2140563,2211091,1702352,1717979,267570,303210,25017,25174,112224,127989,4672,4757,28728,31982,1726314,1744402,275829,313569,39139,40872,122519,139050,8151,8556,1813999,1889029,1408629,1429864,254618,288536,15231,16464,109350,125001,3632,3727,22539,25437,1427164,1450608,260350,296058,26016,28822,118283,134537,6538,6924,326564,322062,293723,288115,12952,14674,9786,8710,2874,2988,1040,1030,6189,6545,299150,293794,15479,17511,13123,12050,4236,4513,1613,1632
R,6,2018,54,4397349,2151401,2245948,1720702,1755172,261835,299384,24542,25030,111482,129971,4373,4591,28467,31800,1744361,1781424,269855,309232,38922,41011,121535,140990,7890,8402,1843650,1935531,1444247,1477705,249326,285161,15281,16417,108807,127159,3399,3610,22590,25479,1462797,1498452,254955,292317,26506,29206,117530,136687,6357,6815,307751,310417,276455,277467,12509,14223,9261,8613,2675,2812,974,981,5877,6321,281564,282972,14900,16915,12416,11805,4005,4303,1533,1587
R,6,2018,55,4388894,2142735,2246159,1717788,1762071,257560,295516,24073,24596,111128,128080,4207,4490,27979,31406,1741103,1787881,265198,305341,38197,40659,121086,138687,7564,8192,1850153,1948169,1454630,1495612,245870,282178,15249,16350,108515,125273,3307,3575,22582,25181,1473249,1516038,251285,289310,26497,29196,117249,134451,6191,6690,292582,297990,263158,266459,11690,13338,8824,8246,2613,2807,900,915,5397,6225,267854,271843,13913,16031,11700,11463,3837,4236,1373,1502
R,6,2018,56,4373102,2130858,2242244,1722847,1773638,252036,291681,23435,24413,100786,117306,4253,4382,27501,30824,1745801,1798905,259409,301317,37511,40493,110504,127602,7638,8025,1851545,1957814,1471517,1519145,240955,279204,15078,16461,98382,114634,3418,3479,22195,24891,1489863,1539328,246173,286230,26337,29501,106869,123549,6286,6530,279313,284430,251330,254493,11081,12477,8357,7952,2404,2672,835,903,5306,5933,255938,259577,13236,15087,11174,10992,3635,4053,1352,1495
R,6,2018,57,4419999,2146502,2273497,1741467,1803861,251899,293330,22939,24244,98815,117703,4112,4256,27270,30103,1764180,1828549,259094,302417,37159,40227,108393,127758,7378,7826,1879251,1997327,1501122,1556389,241350,281104,14891,16797,96424,115091,3302,3436,22162,24510,1519357,1576245,246516,287842,26337,29849,104832,123813,6068,6448,267251,276170,240345,247472,10549,12226,8048,7447,2391,2612,810,820,5108,5593,244823,252304,12578,14575,10822,10378,3561,3945,1310,1378
R,6,2018,58,4454017,2167588,2286429,1753355,1807878,257328,298294,23178,24304,102478,121714,4166,4217,27083,30022,1776013,1832385,264402,307572,37295,40277,112023,131592,7403,7750,1900457,2013082,1513121,1563158,246619,286122,15165,16880,100137,119129,3338,3411,22077,24382,1531415,1582798,251691,293006,26578,29910,108550,127658,6076,6390,267131,273347,240234,244720,10709,12172,8013,7424,2341,2585,828,806,5006,5640,244598,249587,12711,14566,10717,10367,3473,3934,1327,1360
R,6,2018,59,4278590,2069587,2209003,1683267,1756826,241111,283006,21108,22718,95061,114582,3786,3883,25254,27988,1704281,1779843,247654,291321,34579,38032,103828,123652,6694,7052,1830479,1958546,1468231,1532367,231454,271834,14052,15886,92933,112247,3065,3183,20744,23029,1485358,1551121,236180,278015,25070,28583,100647,120187,5535,5905,239108,250457,215036,224459,9657,11172,7056,6832,2128,2335,721,700,4510,4959,218923,228722,11474,13306,9509,9449,3181,3465,1159,1147
R,6,2018,60,4260780,2055412,2205368,1677892,1762582,233804,275211,20514,22143,94916,114355,3589,3807,24697,27270,1698419,1784875,240205,283429,33801,37176,103415,123102,6438,6856,1829487,1964880,1474861,1546854,224547,264510,13855,15764,92909,112227,2923,3092,20392,22433,1491651,1565001,229202,270650,24833,28210,100464,119850,5342,5697,225925,240488,203031,215728,9257,10701,6659,6379,2007,2128,666,715,4305,4837,206768,219874,11003,12779,8968,8966,2951,3252,1096,1159
R,6,2018,61,4178592,2007029,2171563,1642666,1737069,225949,271831,19945,21371,91417,111389,3500,3556,23552,26347,1662208,1758715,232112,279631,32891,36373,99309,119412,6177,6557,1792635,1940029,1450163,1529424,217146,261434,13418,15214,89528,109316,2860,2915,19520,21726,1466198,1547055,221653,267247,24144,27758,96569,116297,5174,5475,214394,231534,192503,207645,8803,10397,6527,6157,1889,2073,640,641,4032,4621,196010,211660,10459,12384,8747,8615,2740,3115,1003,1082
R,6,2018,62,4040106,1932752,2107354,1583445,1686319,214876,260791,18806,20722,90033,110700,3201,3490,22391,25332,1602093,1707021,220647,268310,31037,35091,97493,118593,5798,6299,1729038,1884774,1400529,1486646,206493,250861,12664,14939,88220,108608,2627,2899,18505,20821,1415794,1503474,210644,256422,22768,26936,94847,115453,4869,5275,203714,222580,182916,199673,8383,9930,6142,5783,1813,2092,574,591,3886,4511,186299,203547,10003,11888,8269,8155,2646,3140,929,1024
R,6,2018,63,3994572,1906402,2088170,1567872,1677573,207219,253006,18043,19578,88682,110548,3076,3347,21510,24118,1585663,1697233,212744,260172,30033,33174,95797,118046,5577,6105,1711229,1873056,1391864,1483547,199260,243872,12511,14264,86992,108646,2549,2769,18053,19958,1406660,1499574,203351,249236,22625,25679,93354,115233,4714,5153,195173,215114,176008,194026,7959,9134,5532,5314,1690,1902,527,578,3457,4160,179003,197659,9393,10936,7408,7495,2443,2813,863,952
R,6,2018,64,3803227,1802593,2000634,1492431,1617185,188859,236915,16474,18223,82347,102838,2774,3091,19708,22382,1508879,1635417,193827,243499,27736,31228,88664,109530,4929,5650,1627108,1802977,1334111,1438735,181561,228581,11587,13407,80930,101099,2314,2560,16605,18595,1347858,1453685,185218,233504,21186,24378,86562,106998,4207,4788,175485,197657,158320,178450,7298,8334,4887,4816,1417,1739,460,531,3103,3787,161021,181732,8609,9995,6550,6850,2102,2532,722,862
R,6,2018,65,3661940,1730677,1931263,1439927,1568636,175092,222108,15302,17034,79336,99535,2690,2895,18330,21055,1455161,1585863,179608,228162,25742,29319,85279,105889,4774,5298,1568359,1746090,1293410,1401153,168453,214262,10826,12631,77936,97937,2270,2425,15464,17682,1306150,1415444,171772,218883,19724,23111,83244,103513,4088,4519,162318,185173,146517,167483,6639,7846,4476,4403,1400,1598,420,470,2866,3373,149011,170419,7836,9279,6018,6208,2035,2376,686,779
R,6,2018,66,3509950,1655179,1854771,1385265,1512378,162972,210661,14021,15937,73478,93740,2489,2726,16954,19329,1399325,1528242,167190,216183,23918,27478,78770,99311,4482,4924,1505155,1682670,1249395,1356768,157006,203263,10082,11866,72225,92256,2104,2301,14343,16216,1261190,1369900,160151,207449,18515,21756,76970,97156,3837,4205,150024,172101,135870,155610,5966,7398,3939,4071,1253,1484,385,425,2611,3113,138135,158342,7039,8734,5403,5722,1800,2155,645,719
R,6,2018,67,3378322,1585284,1793038,1323972,1457446,158532,207159,13538,15290,70770,92197,2333,2523,16139,18423,1337386,1472452,162530,212596,23060,26330,75735,97463,4189,4631,1441368,1626608,1193543,1306943,152748,200119,9820,11271,69584,90682,1999,2143,13674,15450,1204805,1319357,155715,204272,17992,20733,74018,95268,3643,3953,143916,166430,130429,150503,5784,7040,3718,4019,1186,1515,334,380,2465,2973,132581,153095,6815,8324,5068,5597,1717,2195,546,678
R,6,2018,68,3306629,1552226,1754403,1294410,1424877,153064,200051,13189,14608,73630,94546,2398,2564,15535,17757,1307278,1439275,156951,205281,22451,25128,78332,99728,4199,4648,1414952,1593377,1169976,1279015,147527,193129,9680,10979,72540,93144,2012,2189,13217,14921,1180851,1290970,150466,197105,17623,20023,76730,97663,3614,4008,137274,161026,124434,145862,5537,6922,3509,3629,1090,1402,386,375,2318,2836,126427,148305,6485,8176,4828,5105,1602,2065,585,640
R,6,2018,69,3181632,1489172,1692460,1253817,1389259,138944,184470,12250,13573,67569,86129,2249,2433,14343,16596,1265736,1402896,142400,189227,20842,23665,71913,90724,3919,4283,1364386,1544852,1140541,1255259,134067,178303,9039,10241,66548,84902,1913,2081,12278,14066,1150676,1266712,136670,181938,16511,19033,70418,88928,3374,3693,124786,147608,113276,134000,4877,6167,3211,3332,1021,1227,336,352,2065,2530,115060,136184,5730,7289,4331,4632,1495,1796,545,590
R,6,2018,70,3162192,1478824,1683368,1257266,1397109,130407,174379,11477,12841,63896,80748,2024,2215,13754,16076,1268744,1410386,133760,178884,19821,22610,67900,85204,3596,4032,1359656,1541537,1148926,1268176,125763,168571,8541,9765,62937,79547,1725,1890,11764,13588,1158650,1279264,128327,172010,15784,18239,66501,83459,3133,3484,119168,141831,108340,128933,4644,5808,2936,3076,959,1201,299,325,1990,2488,110094,131122,5433,6874,4037,4371,1399,1745,463,548
R,6,2018,71,3206780,1496950,1709830,1291077,1442122,120466,162262,11276,12415,58759,75293,1879,1944,13493,15794,1302434,1455285,123641,166609,19678,22252,62490,79511,3417,3648,1386213,1575366,1190167,1319621,116347,156828,8508,9570,57929,74163,1613,1655,11649,13529,1199925,1330783,118798,160228,15922,18181,61211,77897,2961,3175,110737,134464,100910,122501,4119,5434,2768,2845,830,1130,266,289,1844,2265,102509,124502,4843,6381,3756,4071,1279,1614,456,473
R,6,2018,72,2373154,1097809,1275345,931360,1056162,95531,132026,8578,9831,50365,63316,1703,1773,10272,12237,939941,1066263,97999,135379,14675,17029,53458,66900,2964,3234,1002868,1156685,844801,948103,91860,127053,6292,7363,49660,62371,1472,1531,8783,10264,852104,956488,93704,129576,11594,13514,52419,65500,2577,2828,94941,118660,86559,108059,3671,4973,2286,2468,705,945,231,242,1489,1973,87837,109775,4295,5803,3081,3515,1039,1400,387,406
R,6,2018,73,2339146,1075265,1263881,914741,1049377,92702,130068,8166,9522,48221,61362,1472,1681,9963,11871,923099,1059204,95050,133320,14127,16570,51123,64773,2749,3105,985864,1151779,833087,946941,89406,125594,6087,7236,47497,60479,1264,1436,8523,10093,840164,955229,91172,128072,11280,13369,50086,63475,2403,2695,89401,112102,81654,102436,3296,4474,2079,2286,724,883,208,245,1440,1778,82935,103975,3878,5248,2847,3201,1037,1298,346,410
R,6,2018,74,2262155,1033106,1229049,886413,1031619,84780,120307,7502,8818,44076,55605,1356,1436,8979,11264,893967,1040948,86802,123427,12930,15634,46686,58683,2485,2797,953222,1125205,813367,936574,81716,116331,5653,6731,43508,54767,1184,1245,7794,9557,819887,944427,83286,118719,10460,12656,45835,57469,2191,2453,79884,103844,73046,95045,3064,3976,1849,2087,568,838,172,191,1185,1707,74080,96521,3516,4708,2470,2978,851,1214,294,344
R,6,2018,75,2276122,1033981,1242141,895406,1052760,80467,117553,6950,8330,41387,51402,1183,1336,8588,10760,902654,1061738,82448,120471,12277,14961,43725,54264,2210,2551,959754,1142668,827445,961940,77617,113467,5371,6327,40813,50660,1044,1140,7464,9134,833747,969511,79125,115646,10124,12149,42879,53152,1946,2222,74227,99473,67961,90820,2850,4086,1579,2003,574,742,139,196,1124,1626,68907,92227,3323,4825,2153,2812,846,1112,264,329
R,6,2018,76,1964428,884070,1080358,760429,909035,70511,104409,6188,7312,38353,49029,1040,1212,7549,9361,766727,916838,72265,106894,10818,13035,40523,51586,1930,2251,817771,991717,699668,827645,67976,101097,4789,5577,37868,48351,902,1013,6568,8034,705119,834284,69346,103019,8902,10600,39800,50607,1692,1951,66299,88641,60761,81390,2535,3312,1399,1735,485,678,138,199,981,1327,61608,82554,2919,3875,1916,2435,723,979,238,300
R,6,2018,77,1775746,790029,985717,677485,826848,63674,97495,5579,6742,35560,44990,972,1068,6759,8574,683165,833955,65194,99797,9686,11914,37547,47432,1795,2084,728736,902339,621244,750239,61377,94282,4301,5238,35117,44360,859,906,5838,7314,626127,756264,62523,96048,7926,9753,36882,46498,1587,1803,61293,83378,56241,76609,2297,3213,1278,1504,443,630,113,162,921,1260,57038,77691,2671,3749,1760,2161,665,934,208,281
R,6,2018,78,1658748,732907,925841,626064,774144,60109,93040,5197,6362,34256,43053,919,1117,6362,8125,631409,780900,61553,95267,8938,11213,36216,45319,1687,2067,674649,845805,572664,700725,57921,89910,3964,4897,33800,42452,785,917,5515,6904,577283,706419,59018,91597,7258,9113,35557,44445,1475,1751,58258,80036,53400,73419,2188,3130,1233,1465,456,601,134,200,847,1221,54126,74481,2535,3670,1680,2100,659,874,212,316
R,6,2018,79,1539930,677170,862760,582736,727765,53090,82827,4449,5663,30607,38266,759,1002,5529,7237,587415,733804,54351,84728,7763,9996,32256,40323,1408,1872,624427,789207,534279,660137,51073,79954,3392,4379,30234,37723,652,851,4797,6163,538309,665263,52038,81386,6316,8161,31707,39525,1247,1602,52743,73553,48457,67628,2017,2873,1057,1284,373,543,107,151,732,1074,49106,68541,2313,3342,1447,1835,549,798,161,270
R,6,2018,80,1445534,626972,818562,540209,690708,48476,78642,4101,5377,28301,36311,715,929,5170,6595,544562,696188,49675,80449,7190,9203,29847,38211,1304,1715,578346,749384,495434,627209,46713,75900,3173,4134,27961,35818,601,757,4464,5566,499172,631794,47621,77269,5897,7452,29337,37475,1113,1439,48626,69178,44775,63499,1763,2742,928,1243,340,493,114,172,706,1029,45390,64394,2054,3180,1293,1751,510,736,191,276
R,6,2018,81,1306902,559091,747811,481764,631161,43041,71697,3567,4733,25507,33301,649,811,4563,6108,485668,636271,44082,73328,6217,8295,26929,35064,1161,1545,514982,684265,441156,572650,41361,69270,2744,3607,25202,32818,560,681,3959,5239,444528,576999,42136,70524,5105,6733,26481,34383,1015,1332,44109,63546,40608,58511,1680,2427,823,1126,305,483,89,130,604,869,41140,59272,1946,2804,1112,1562,448,681,146,213
R,6,2018,82,1223067,515610,707457,444827,596956,39980,68727,3216,4448,22922,30966,556,728,4109,5632,448271,601626,40919,70276,5578,7766,24222,32568,1076,1353,474806,647788,407162,541977,38459,66471,2479,3403,22652,30541,484,613,3570,4783,410149,545916,39160,67656,4568,6281,23824,31944,944,1170,40804,59669,37665,54979,1521,2256,737,1045,270,425,72,115,539,849,38122,55710,1759,2620,1010,1485,398,624,132,183
R,6,2018,83,1140151,472202,667949,408642,565762,35827,63638,2901,4101,20627,28503,509,658,3696,5287,411782,570144,36645,65032,5021,7182,21765,30058,990,1274,434822,611699,374028,513871,34506,61544,2239,3101,20369,28093,446,552,3234,4538,376765,517605,35143,62616,4138,5812,21377,29469,877,1091,37380,56250,34614,51891,1321,2094,662,1000,258,410,63,106,462,749,35017,52539,1502,2416,883,1370,388,589,113,183
R,6,2018,84,993228,404682,588546,350390,498277,30413,56111,2386,3436,17849,25428,471,602,3173,4692,353096,502223,31120,57363,4174,6122,18876,26850,852,1152,372699,539540,320736,453033,29327,54269,1810,2607,17643,25071,403,521,2780,4039,323101,456417,29876,55227,3404,4973,18566,26331,747,1002,31983,49006,29654,45244,1086,1842,576,829,206,357,68,81,393,653,29995,45806,1244,2136,770,1149,310,519,105,150
R,6,2018,85,932886,372129,560757,323340,476187,27335,52257,2156,3234,16093,24313,403,516,2802,4250,325723,479725,27966,53385,3709,5689,17026,25553,740,1057,343939,515603,297214,434396,26338,50601,1671,2494,15895,23996,352,446,2469,3670,299304,437433,26836,51487,3058,4667,16740,25095,656,931,28190,45154,26126,41791,997,1656,485,740,198,317,51,70,333,580,26419,42292,1130,1898,651,1022,286,458,84,126
