UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2018,39,4023736,2004316,2019420,1527934,1490774,263949,293967,27574,26253,137680,157612,6025,5573,41154,45241,1563258,1529617,278737,311358,42874,42883,154073,175390,10492,10303,1576883,1614492,1149136,1135122,245054,273070,14282,14468,133544,153364,4277,4064,30590,34404,1175090,1164428,255357,285558,24481,25987,147272,168429,7793,7864,427433,404928,378798,355652,18895,20897,13292,11785,4136,4248,1748,1509,10564,10837,388168,365189,23380,25800,18393,16896,6801,6961,2699,2439
R,1,2018,40,4040961,2010499,2030462,1540385,1505743,260768,292109,28081,26753,135007,155743,5993,5666,40265,44448,1574922,1543709,275078,309178,43440,43383,150895,173101,10397,10355,1579004,1619032,1157162,1143126,242470,271401,14536,14949,130793,151568,4253,4166,29790,33822,1182406,1171774,252268,283587,24781,26544,144110,166310,7715,7927,431495,411430,383223,362617,18298,20708,13545,11804,4214,4175,1740,1500,10475,10626,392516,371935,22810,25591,18659,16839,6785,6791,2682,2428
R,1,2018,41,3892018,1932624,1959394,1478376,1452082,248054,279350,26921,25318,135369,155238,5637,5236,38267,42170,1511298,1487968,261145,295218,41451,41355,150720,171883,9978,9748,1515339,1557485,1107234,1096839,230449,259516,13982,14142,131293,151164,4004,3820,28377,32004,1131354,1123785,239288,270820,23744,25371,144215,165198,7414,7440,417285,401909,371142,355243,17605,19834,12939,11176,4076,4074,1633,1416,9890,10166,379944,364183,21857,24398,17707,15984,6505,6685,2564,2308
R,1,2018,42,3904194,1941006,1963188,1483671,1453511,250135,280935,26749,25418,138548,158128,5427,5213,36476,39983,1514947,1487580,262799,295730,40972,40725,152974,174004,9362,9422,1524683,1562713,1112626,1098623,232825,261530,13779,14185,134551,154061,3889,3866,27013,30448,1135491,1124349,241368,271990,23408,24931,146698,167552,7022,7235,416323,400475,371045,354888,17310,19405,12970,11233,3997,4067,1538,1347,9463,9535,379456,363231,21431,23740,17564,15794,6276,6452,2340,2187
R,1,2018,43,3950409,1965533,1984876,1509666,1478758,250001,281020,26750,25216,138791,156128,5494,4981,34831,38773,1539295,1511604,261748,295229,40570,40416,152614,171455,9461,8978,1552194,1586013,1139398,1123549,233701,262592,13823,14135,134942,152290,4002,3663,26328,29784,1161584,1148488,241919,272754,23266,24941,146804,165480,7198,6896,413339,398863,370268,355209,16300,18428,12927,11081,3849,3838,1492,1318,8503,8989,377711,363116,19829,22475,17304,15475,5810,5975,2263,2082
R,1,2018,44,3827786,1893243,1934543,1451588,1438022,241837,274950,25196,24581,136111,155097,5005,4915,33506,36978,1480041,1469196,252972,288366,38567,39120,149561,169831,8761,8860,1507436,1554257,1105717,1099193,226729,257383,13172,13965,132638,151362,3692,3653,25488,28701,1127094,1123119,234408,267119,22541,24521,144209,164064,6773,6835,385807,380286,345871,338829,15108,17567,12024,10616,3473,3735,1313,1262,8018,8277,352947,346077,18564,21247,16026,14599,5352,5767,1988,2025
R,1,2018,45,3992257,1972970,2019287,1515011,1504941,254887,289344,26213,25155,138026,157561,5071,4940,33762,37346,1543603,1536396,265658,302675,40149,40342,151559,172274,8862,8890,1582585,1633278,1164660,1160742,239826,271640,13898,14396,134441,153804,3778,3661,25982,29035,1186432,1184876,247398,281291,23845,25499,146161,166537,6823,6919,390385,386009,350351,344199,15061,17704,12315,10759,3585,3757,1293,1279,7780,8311,357171,351520,18260,21384,16304,14843,5398,5737,2039,1971
R,1,2018,46,4159324,2058026,2101298,1603071,1588795,258847,294078,25741,25415,132029,150695,5089,4718,33249,37597,1631114,1620516,269410,307266,39731,41149,145175,165135,8870,8752,1679857,1726680,1263435,1254530,244218,277190,14175,14892,128433,147109,3734,3549,25862,29410,1284993,1279075,251754,286732,24374,26581,139844,159636,6839,6865,378169,374618,339636,334265,14629,16888,11566,10523,3596,3586,1355,1169,7387,8187,346121,341441,17656,20534,15357,14568,5331,5499,2031,1887
R,1,2018,47,4374668,2165093,2209575,1693766,1680654,271131,307181,26826,25964,133931,152617,4977,5012,34462,38147,1722904,1712643,282142,320499,41699,42297,147046,167075,8979,9322,1781598,1835160,1349443,1346845,256235,290099,14943,15370,130351,148957,3696,3761,26930,30128,1371961,1371852,264156,299933,25908,27713,141687,161417,6981,7308,383495,374415,344323,333809,14896,17082,11883,10594,3580,3660,1281,1251,7532,8019,350943,340791,17986,20566,15791,14584,5359,5658,1998,2014
R,1,2018,48,4259044,2112383,2146661,1660728,1642166,260116,292950,25686,24961,128309,146120,5117,4926,32427,35538,1688172,1671929,270073,304978,39955,40580,140676,159623,8993,8922,1739428,1784251,1325571,1318222,245799,276825,14339,14972,124850,142568,3845,3775,25024,27889,1346492,1341352,252736,285539,24764,26729,135512,154177,7032,7084,372955,362410,335157,323944,14317,16125,11347,9989,3459,3552,1272,1151,7403,7649,341680,330577,17337,19439,15191,13851,5164,5446,1961,1838
R,1,2018,49,4050638,2005186,2045452,1574967,1565484,248191,278294,24929,23676,122774,140353,4448,4644,29877,33001,1600092,1593011,257185,289263,38466,38588,134095,152626,7966,8444,1656945,1706581,1262206,1262607,234537,263058,14021,14359,119711,137096,3303,3486,23167,25975,1281464,1283995,240776,270970,24099,25716,129487,147782,6195,6656,348241,338871,312761,302877,13654,15236,10908,9317,3063,3257,1145,1158,6710,7026,318628,309016,16409,18293,14367,12872,4608,4844,1771,1788
R,1,2018,50,4016753,1983551,2033202,1567260,1563471,247251,280572,23755,23690,112068,129328,4539,4461,28678,31680,1591394,1589811,255743,291230,37040,38299,122780,140763,7872,8212,1648025,1703615,1265714,1268736,233997,265605,13587,14665,109077,126306,3379,3386,22271,24917,1284202,1289214,239861,273295,23508,25873,118350,136111,6179,6508,335526,329587,301546,294735,13254,14967,10168,9025,2991,3022,1160,1075,6407,6763,307192,300597,15882,17935,13532,12426,4430,4652,1693,1704
R,1,2018,51,4035256,1987409,2047847,1574116,1582114,248619,283392,23515,23501,108824,123450,4535,4485,27800,30905,1597252,1607696,256996,293787,36686,38101,118973,134390,7936,8114,1661575,1727589,1280801,1295535,235860,268909,13790,14931,105931,120473,3430,3429,21763,24312,1298653,1315416,241670,276397,23829,26128,114665,129901,6305,6466,325834,320258,293315,286579,12759,14483,9725,8570,2893,2977,1105,1056,6037,6593,298599,292280,15326,17390,12857,11973,4308,4489,1631,1648
R,1,2018,52,4194865,2067686,2127179,1637559,1643773,261384,295276,24728,24599,111197,127598,4560,4537,28258,31396,1661051,1669772,269683,305466,38485,39676,121334,138766,8013,8254,1740015,1806859,1343245,1357711,248059,280472,14729,15792,108373,124522,3514,3516,22095,24846,1361351,1378014,253819,287838,25220,27529,117137,134124,6408,6634,327671,320320,294314,286062,13325,14804,9999,8807,2824,3076,1046,1021,6163,6550,299700,291758,15864,17628,13265,12147,4197,4642,1605,1620
R,1,2018,53,4427756,2173950,2253806,1734008,1756120,269261,306701,25098,25385,112223,128770,4541,4693,28819,32137,1758029,1782657,277446,316956,39475,41473,122466,139789,8037,8478,1853356,1934619,1445587,1470429,256628,292229,15481,16671,109386,125873,3541,3690,22733,25727,1464296,1491399,262329,299707,26593,29487,118254,135428,6463,6883,320594,319187,288421,285691,12633,14472,9617,8714,2837,2897,1000,1003,6086,6410,293733,291258,15117,17249,12882,11986,4212,4361,1574,1595
R,1,2018,54,4393236,2148326,2244910,1719739,1757087,259921,296845,24398,24785,111579,129948,4275,4562,28414,31683,1743395,1783194,267773,306630,38878,40730,121626,140864,7679,8398,1846593,1939975,1448597,1484661,247702,282971,15386,16302,108961,127090,3299,3592,22648,25359,1467243,1505280,253246,290075,26731,29039,117706,136513,6172,6818,301733,304935,271142,272426,12219,13874,9012,8483,2618,2858,976,970,5766,6324,276152,277914,14527,16555,12147,11691,3920,4351,1507,1580
R,1,2018,55,4403166,2149333,2253833,1726172,1772039,258078,296308,23886,24663,109191,125014,4286,4513,27720,31296,1749278,1797732,265620,306074,37845,40810,119054,135571,7713,8219,1859438,1958697,1465352,1508008,246551,283225,15139,16465,106582,122257,3392,3589,22422,25153,1483839,1528414,251876,290338,26309,29443,115246,131361,6342,6686,289895,295136,260820,264031,11527,13083,8747,8198,2609,2757,894,924,5298,6143,265439,269318,13744,15736,11536,11367,3808,4210,1371,1533
R,1,2018,56,4379435,2133646,2245789,1731983,1783243,249984,289801,23210,24286,96758,113796,4182,4207,27529,30456,1754906,1808190,257337,299304,37442,40355,106480,123888,7493,7799,1862258,1968543,1487848,1535091,239239,277579,15094,16664,94439,111210,3369,3364,22269,24635,1506185,1555032,244483,284528,26494,29736,102934,119954,6187,6371,271388,277246,244135,248152,10745,12222,8116,7622,2319,2586,813,843,5260,5821,248721,253158,12854,14776,10948,10619,3546,3934,1306,1428
R,1,2018,57,4476435,2176029,2300406,1759970,1819972,258853,299277,23363,24589,102217,121891,4159,4356,27467,30321,1782954,1844778,266091,308419,37655,40689,111782,132025,7453,7931,1903712,2020758,1514975,1569129,248099,287042,15117,17073,99793,119240,3347,3522,22381,24752,1533497,1589152,253318,293858,26658,30218,108244,128030,6121,6558,272317,279648,244995,250843,10754,12235,8246,7516,2424,2651,812,834,5086,5569,249457,255626,12773,14561,10997,10471,3538,3995,1332,1373
R,1,2018,58,4406546,2143537,2263009,1740729,1796884,251562,292646,22495,23653,98252,116670,4039,4018,26460,29138,1762783,1820788,258370,301542,36322,39295,107693,126172,7198,7421,1887877,1999951,1510684,1561424,241415,280839,14864,16462,96000,114192,3255,3265,21659,23769,1528596,1580669,246318,287449,26101,29296,104277,122464,5920,6149,255660,263058,230045,235460,10147,11807,7631,7191,2252,2478,784,753,4801,5369,234187,240119,12052,14093,10221,9999,3416,3708,1278,1272
R,1,2018,59,4254750,2057742,2197008,1674318,1748698,239231,279821,20594,22354,95185,114658,3669,3858,24745,27619,1694917,1771317,245661,288065,33918,37468,103657,123636,6488,6944,1826214,1952572,1466357,1529671,229603,268825,13852,15774,93104,112382,2969,3160,20329,22760,1483119,1548136,234243,274990,24786,28328,100596,120204,5366,5803,231528,244436,207961,219027,9628,10996,6742,6580,2081,2276,700,698,4416,4859,211798,223181,11418,13075,9132,9140,3061,3432,1122,1141
R,1,2018,60,4267034,2057537,2209497,1681136,1767556,233782,276072,20676,22033,93871,113096,3562,3727,24510,27013,1701402,1789662,240185,284121,33954,37197,102251,121535,6428,6786,1833132,1970354,1479359,1552805,224764,265531,13894,15698,91919,111061,2911,3017,20285,22242,1495965,1570787,229472,271534,24867,28313,99384,118424,5357,5635,224405,239143,201777,214751,9018,10541,6782,6335,1952,2035,651,710,4225,4771,205437,218875,10713,12587,9087,8884,2867,3111,1071,1151
R,1,2018,61,4138644,1985936,2152708,1625459,1720284,223542,270042,19436,21196,91080,111522,3350,3499,23069,26165,1644682,1741778,229562,277829,32112,36091,98746,119554,5990,6445,1775765,1925657,1436680,1516775,214939,259822,13108,15189,89215,109373,2721,2914,19102,21584,1452444,1534302,219311,265624,23603,27648,96044,116356,5005,5424,210171,227051,188779,203509,8603,10220,6328,6007,1865,2149,629,585,3967,4581,192238,207476,10251,12205,8509,8443,2702,3198,985,1021
R,1,2018,62,4026018,1926669,2099349,1580955,1682791,212131,257165,18674,20273,89580,110939,3152,3443,22177,24738,1599384,1702934,217812,264544,30886,34300,96964,118630,5688,6209,1725392,1878975,1400027,1484749,203759,247559,12752,14558,87812,108935,2609,2804,18433,20370,1415189,1501122,207880,253048,22935,26277,94378,115630,4807,5168,201277,220374,180928,198042,8372,9606,5922,5715,1768,2004,543,639,3744,4368,184195,201812,9932,11496,7951,8023,2586,3000,881,1041
R,1,2018,63,3968298,1892304,2075994,1558719,1671304,204482,250167,17640,19312,87445,108182,3057,3304,20961,23725,1576087,1690645,209824,257157,29402,32852,94347,115419,5454,6049,1703055,1865626,1387824,1481382,196837,241276,12369,14235,85842,106338,2539,2745,17644,19650,1402304,1497165,200799,246499,22330,25629,92017,112697,4624,5114,189249,210368,170895,189922,7645,8891,5271,5077,1603,1844,518,559,3317,4075,173783,193480,9025,10658,7072,7223,2330,2722,830,935
R,1,2018,64,3735856,1771407,1964449,1470167,1592439,183573,230126,16079,17604,79621,99483,2666,2950,19301,21847,1486285,1610273,188327,236454,27168,30288,85777,106096,4825,5425,1601469,1773384,1316843,1419820,176570,222053,11325,12999,78221,97828,2215,2462,16295,18222,1330380,1434508,180069,226801,20774,23728,83723,103678,4101,4641,169938,191065,153324,172619,7003,8073,4754,4605,1400,1655,451,488,3006,3625,155905,175765,8258,9653,6394,6560,2054,2418,724,784
R,1,2018,65,3657165,1728658,1928507,1439921,1566526,173724,221858,14987,16867,79564,99959,2681,2882,17781,20415,1454638,1583211,178175,227729,25148,28849,85318,106069,4738,5249,1569863,1746631,1296536,1401946,167188,214178,10634,12541,78208,98352,2285,2424,15012,17190,1308839,1415828,170474,218690,19328,22815,83342,103707,4078,4467,158795,181876,143385,164580,6536,7680,4353,4326,1356,1607,396,458,2769,3225,145799,167383,7701,9039,5820,6034,1976,2362,660,782
R,1,2018,66,3467907,1634736,1833171,1371261,1497357,161041,208880,13809,15581,69610,89784,2340,2592,16675,18977,1385063,1512962,165158,214356,23674,27063,74766,95062,4267,4704,1487410,1665121,1237566,1345425,155286,201662,10007,11593,68423,88319,1987,2187,14141,15935,1249176,1358338,158383,205834,18411,21463,73048,92950,3681,4018,147326,168050,133695,151932,5755,7218,3802,3988,1187,1465,353,405,2534,3042,135887,154624,6775,8522,5263,5600,1718,2112,586,686
R,1,2018,67,3353208,1574998,1778210,1310513,1441432,159458,205894,13567,15195,72933,94927,2416,2522,16111,18240,1323924,1456217,163478,211278,23016,25978,77882,100354,4253,4644,1431731,1611142,1180757,1290269,153629,198768,9913,11231,71736,93436,2041,2156,13655,15282,1192020,1302515,156598,202847,18039,20452,76158,98158,3677,3979,143267,167068,129756,151163,5829,7126,3654,3964,1197,1491,375,366,2456,2958,131904,153702,6880,8431,4977,5526,1724,2196,576,665
R,1,2018,68,3283739,1542925,1740814,1292582,1420435,148807,195381,12912,14274,71243,90939,2319,2523,15062,17262,1305087,1434496,152494,200399,21983,24685,75731,95770,4094,4521,1409567,1584921,1171548,1279014,143535,188788,9475,10763,70198,89622,1961,2138,12850,14596,1182143,1290770,146346,192652,17298,19778,74189,93859,3520,3888,133358,155893,121034,141421,5272,6593,3437,3511,1045,1317,358,385,2212,2666,122944,143726,6148,7747,4685,4907,1542,1911,574,633
R,1,2018,69,3188951,1494646,1694305,1260586,1394041,138595,183303,12054,13455,67130,84712,2158,2364,14123,16430,1272277,1407543,142066,188024,20563,23360,71378,89319,3770,4195,1372108,1548739,1149294,1261894,133749,177292,9008,10204,66122,83453,1835,2027,12100,13869,1159232,1273171,136408,180888,16395,18820,69908,87461,3262,3619,122538,145566,111292,132147,4846,6011,3046,3251,1008,1259,323,337,2023,2561,113045,134372,5658,7136,4168,4540,1470,1858,508,576
R,1,2018,70,3258057,1525575,1732482,1307123,1451144,128703,171292,11543,12751,62240,78874,2020,2116,13946,16305,1318806,1464673,132086,175835,20164,22869,66164,83273,3608,3889,1408263,1592622,1200393,1323796,124277,165584,8575,9753,61298,77746,1735,1816,11985,13927,1210361,1335229,126856,169122,16122,18590,64771,81634,3154,3395,117312,139860,106730,127348,4426,5708,2968,2998,942,1128,285,300,1961,2378,108445,129444,5230,6713,4042,4279,1393,1639,454,494
R,1,2018,71,2867562,1337279,1530283,1147361,1282851,109862,148769,10241,11355,55746,71163,1798,1838,12271,14307,1157718,1294727,112734,152647,17747,20006,59204,75162,3226,3475,1233156,1403285,1052504,1167222,105922,143535,7681,8740,54990,70082,1536,1567,10523,12139,1061350,1177197,108101,146513,14248,16232,58046,73608,2782,3017,104123,126998,94857,115629,3940,5234,2560,2615,756,1081,262,271,1748,2168,96368,117530,4633,6134,3499,3774,1158,1554,444,458
R,1,2018,72,2365660,1094164,1271496,928007,1053543,96370,132650,8519,9746,49539,61829,1609,1759,10120,11969,936420,1063428,98775,135894,14531,16861,52596,65287,2885,3187,999747,1154252,841811,946560,92815,127864,6279,7319,48796,60908,1395,1506,8651,10095,848936,954816,94626,130320,11502,13436,51513,63935,2515,2771,94417,117244,86196,106983,3555,4786,2240,2427,743,921,214,253,1469,1874,87484,108612,4149,5574,3029,3425,1083,1352,370,416
R,1,2018,73,2327043,1068775,1258268,912118,1047893,90725,127728,7999,9311,46785,59904,1428,1628,9720,11804,920295,1057650,93020,131033,13797,16379,49624,63231,2654,3059,982657,1148838,833388,947828,87497,123476,6004,7036,46153,59035,1235,1404,8380,10059,840383,956074,89247,126008,11112,13205,48684,61961,2333,2686,86118,109430,78730,100065,3228,4252,1995,2275,632,869,193,224,1340,1745,79912,101576,3773,5025,2685,3174,940,1270,321,373
R,1,2018,74,2310197,1054943,1255254,910190,1060250,84688,120972,7301,8772,42517,52660,1309,1362,8938,11238,917750,1069643,86637,124012,12837,15607,45005,55689,2453,2683,976648,1153019,838507,966711,81728,116987,5566,6734,41908,51888,1153,1179,7786,9520,845079,974599,83231,119285,10483,12692,44124,54532,2172,2353,78295,102235,71683,93539,2960,3985,1735,2038,609,772,156,183,1152,1718,72671,95044,3406,4727,2354,2915,881,1157,281,330
R,1,2018,75,2196799,997329,1199470,860567,1012861,79093,114875,6826,8073,41465,52096,1121,1329,8257,10236,867500,1021378,81038,117634,11937,14372,43747,54848,2073,2475,925323,1102237,794618,923902,76300,110994,5312,6140,40949,51356,966,1123,7178,8722,800625,931116,77808,113096,9872,11661,42969,53766,1797,2143,72006,97233,65949,88959,2793,3881,1514,1933,516,740,155,206,1079,1514,66875,90262,3230,4538,2065,2711,778,1082,276,332
R,1,2018,76,1898129,853290,1044839,733977,879110,68498,102026,6039,7075,36494,46360,1023,1125,7259,9143,740036,886706,70178,104482,10433,12668,38610,48868,1901,2155,788942,959465,675049,800670,66062,98802,4644,5489,36013,45706,897,945,6277,7853,680266,807157,67344,100700,8536,10409,37889,47904,1677,1861,64348,85374,58928,78440,2436,3224,1395,1586,481,654,126,180,982,1290,59770,79549,2834,3782,1897,2259,721,964,224,294
R,1,2018,77,1759391,782037,977354,669105,819118,63616,96992,5532,6725,36027,45061,979,1094,6778,8364,674784,826062,65131,99265,9586,11723,38111,47439,1804,2080,720430,893567,612581,742198,61303,93728,4234,5186,35573,44430,854,917,5885,7108,617495,748043,62462,95460,7804,9528,37431,46526,1591,1785,61607,83787,56524,76920,2313,3264,1298,1539,454,631,125,177,893,1256,57289,78019,2669,3805,1782,2195,680,913,213,295
R,1,2018,78,1622373,718027,904346,615197,758186,58166,89832,4847,6048,32880,41218,859,1113,6078,7949,620321,764789,59551,91961,8418,10804,34726,43459,1600,2063,661622,826939,563474,687129,55986,86797,3707,4668,32445,40632,740,919,5270,6794,567888,692756,57052,88408,6855,8837,34104,42600,1404,1748,56405,77407,51723,71057,2180,3035,1140,1380,435,586,119,194,808,1155,52433,72033,2499,3553,1563,1967,622,859,196,315
R,1,2018,79,1542888,676935,865953,583630,731816,52565,82840,4510,5663,30006,37614,745,949,5479,7071,588250,737710,53801,84726,7836,9862,31633,39632,1365,1778,625126,793019,535975,664808,50657,79999,3488,4352,29641,37096,629,783,4736,5981,539942,669756,51588,81426,6420,7987,31085,38859,1188,1492,51809,72934,47655,67008,1908,2841,1022,1311,365,518,116,166,743,1090,48308,67954,2213,3300,1416,1875,548,773,177,286
R,1,2018,80,1413322,612938,800384,527776,674396,47847,77615,3950,5170,27642,35791,705,909,5018,6503,532056,679825,49035,79397,6916,8946,29137,37646,1271,1701,565477,733298,484072,612784,46136,74986,3027,3981,27308,35286,598,752,4336,5509,487759,617343,47026,76329,5647,7278,28645,36910,1090,1452,47461,67086,43704,61612,1711,2629,923,1189,334,505,107,157,682,994,44297,62482,2009,3068,1269,1668,492,736,181,249
R,1,2018,81,1301738,555820,745918,480001,630901,42352,71103,3491,4664,24879,32587,604,787,4493,5876,483799,635776,43360,72718,6078,8083,26319,34290,1138,1469,512157,682809,439681,572726,40723,68686,2712,3562,24599,32137,523,675,3919,5023,442972,576865,41479,69930,5010,6535,25905,33651,1007,1279,43663,63109,40320,58175,1629,2417,779,1102,280,450,81,112,574,853,40827,58911,1881,2788,1068,1548,414,639,131,190
R,1,2018,82,1216210,511229,704981,441527,595296,39572,67976,3147,4396,22447,30933,558,723,3978,5657,444856,599999,40482,69472,5450,7676,23668,32583,1068,1368,470894,645667,404306,540653,38055,65741,2425,3341,22180,30496,488,598,3440,4838,407178,544643,38745,66894,4462,6211,23266,31947,937,1170,40335,59314,37221,54643,1517,2235,722,1055,267,437,70,125,538,819,37678,55356,1737,2578,988,1465,402,636,131,198
R,1,2018,83,1117529,462503,655026,400901,556147,34985,62078,2739,3907,19801,27126,495,629,3582,5139,403971,560420,35777,63460,4768,6923,20934,28655,936,1220,426534,601055,367533,506311,33753,60102,2106,2960,19551,26735,427,532,3164,4415,370238,509962,34379,61170,3933,5601,20558,28090,828,1054,35969,53971,33368,49836,1232,1976,633,947,250,391,68,97,418,724,33733,50458,1398,2290,835,1322,376,565,108,166
R,1,2018,84,988004,401806,586198,348849,496957,29724,55313,2338,3344,17383,25446,457,556,3055,4582,351451,500778,30394,56514,4078,5976,18375,26807,830,1126,370927,538100,320231,452483,28667,53520,1794,2550,17174,25103,390,489,2671,3955,322503,455761,29183,54451,3338,4879,18075,26319,721,992,30879,48098,28618,44474,1057,1793,544,794,209,343,67,67,384,627,28948,45017,1211,2063,740,1097,300,488,109,134
R,1,2018,85,947398,376409,570989,327463,485688,27731,53218,2137,3277,15867,24020,400,532,2811,4254,329843,489260,28375,54371,3683,5732,16796,25234,751,1051,347993,525509,301083,443630,26751,51525,1627,2520,15673,23700,361,460,2498,3674,303192,446694,27261,52445,3021,4703,16513,24760,682,918,28416,45480,26380,42058,980,1693,510,757,194,320,39,72,313,580,26651,42566,1114,1926,662,1029,283,474,69,133
R,1,2018,86,845995,330514,515481,291745,444801,21361,43318,1709,2712,13038,20452,337,435,2324,3763,293739,447955,21895,44320,2984,4901,13808,21517,632,893,305460,475615,268331,407794,20631,41972,1288,2044,12895,20201,286,377,2029,3227,270057,410479,21062,42742,2403,3960,13596,21149,547,778,25054,39866,23414,37007,730,1346,421,668,143,251,51,58,295,536,23682,37476,833,1578,581,941,212,368,85,115
R,1,2018,87,802143,305215,496928,268115,427727,20275,41925,1600,2584,12685,20647,323,432,2217,3613,269995,430765,20765,42898,2833,4630,13428,21719,598,848,281680,457698,246222,391285,19498,40609,1192,1929,12548,20414,286,362,1934,3099,247867,393873,19877,41349,2276,3722,13207,21364,534,736,23535,39230,21893,36442,777,1316,408,655,137,233,37,70,283,514,22128,36892,888,1549,557,908,221,355,64,112
R,1,2018,88,695185,257417,437768,226557,377353,16946,37416,1350,2141,10436,17449,273,388,1855,3021,228145,379857,17372,38263,2393,3863,11015,18310,518,753,237644,404617,208135,346532,16325,36275,1019,1639,10324,17220,241,337,1600,2614,209498,348690,16652,36937,1936,3164,10833,17980,453,659,19773,33151,18422,30821,621,1141,331,502,112,229,32,51,255,407,18647,31167,720,1326,457,699,182,330,65,94
R,1,2018,89,616661,222515,394146,196778,341167,14021,32574,1133,1858,8826,15398,197,336,1560,2813,198084,343517,14380,33360,2035,3471,9325,16188,377,686,205846,365337,181202,314513,13502,31509,850,1395,8738,15218,176,279,1378,2423,182349,316513,13794,32130,1663,2828,9189,15919,336,590,16669,28809,15576,26654,519,1065,283,463,88,180,21,57,182,390,15735,27004,586,1230,372,643,136,269,41,96
R,1,2018,90,540926,188983,351943,166976,305523,11892,28781,906,1639,7709,13334,160,264,1340,2402,168115,307528,12186,29396,1651,3074,8138,13998,329,568,175521,327506,154369,282845,11511,27910,688,1233,7634,13179,137,224,1182,2115,155371,284604,11745,28397,1351,2525,8023,13772,290,494,13462,24437,12607,22678,381,871,218,406,75,155,23,40,158,287,12744,22924,441,999,300,549,115,226,39,74
R,1,2018,91,453888,153674,300214,135855,261048,9599,24112,734,1402,6268,11384,118,245,1100,2023,136799,262770,9845,24685,1349,2532,6614,11942,259,482,142671,279703,125585,242052,9245,23362,575,1065,6203,11241,102,219,961,1764,126411,243537,9435,23826,1124,2069,6507,11742,220,434,11003,20511,10270,18996,354,750,159,337,65,143,16,26,139,259,10388,19233,410,859,225,463,107,200,39,48
R,1,2018,92,383352,124869,258483,109946,224679,7891,20697,595,1106,5437,10006,95,200,905,1795,110714,226173,8116,21222,1093,2146,5724,10478,208,408,116062,241365,101719,208805,7641,20076,443,844,5386,9894,81,172,792,1574,102389,210112,7821,20508,881,1777,5645,10305,179,351,8807,17118,8227,15874,250,621,152,262,51,112,14,28,113,221,8325,16061,295,714,212,369,79,173,29,57
R,1,2018,93,320839,100848,219991,88908,192055,6191,17092,478,992,4505,8204,78,181,688,1467,89484,193278,6363,17526,860,1843,4736,8593,162,349,93986,206125,82496,179183,5988,16602,361,759,4466,8114,70,155,605,1312,83005,180276,6122,16967,707,1532,4666,8465,142,305,6862,13866,6412,12872,203,490,117,233,39,90,8,26,83,155,6479,13002,241,559,153,311,70,128,20,44
R,1,2018,94,249894,76710,173184,67357,151255,4718,13238,358,696,3625,6725,65,131,587,1139,67851,152202,4876,13588,675,1371,3815,7011,130,255,71091,162613,62106,141429,4543,12860,270,539,3593,6658,56,117,523,1010,62548,142264,4673,13153,554,1148,3769,6915,111,228,5619,10571,5251,9826,175,378,88,157,32,67,9,14,64,129,5303,9938,203,435,121,223,46,96,19,27
